filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7
1016.mp3,-387.02432,71.11243,35.18655,19.183887,9.5841875,0.99054766,-3.6964514,-7.9217153,-10.814341,-8.844973,-9.825649,-10.747249,-10.9347105,14.267787245049988,22.738017147540006,20.472638816771493,18.940634073637632,18.37594972279742,17.51311302476919,47.400648998907315
1017.mp3,-303.87497,131.26942,8.209148,20.431623,14.277498,-1.7431699,-5.6598616,0.5276083,-3.6364238,-6.0494328,-7.7139525,-8.500712,-13.458114,20.852221797694988,18.158123502403964,19.43335007043091,19.81737711722221,20.432969363739012,19.100873488943456,46.983691403201504
1018.mp3,-259.74283,125.514015,9.618065,19.05566,3.7098145,-2.705503,-0.7552574,-0.22679995,-4.606199,-4.4979095,-9.4186325,-6.9044056,-3.776642,16.281937854099855,17.10968060957705,20.16517830805672,20.10443180067178,19.52909702466006,19.18464157333864,46.685998996207076
1019.mp3,-314.82336,142.26878,28.405083,25.392406,5.470674,4.2916136,1.5096095,0.31224704,-6.110296,-15.340962,-14.880257,-5.4615693,-4.219054,21.460391678865136,18.779510207259154,22.86904109186303,23.22716484040857,22.13476058437684,21.34310212033977,48.163821577270575
102.mp3,-122.07741,159.9623,-66.28261,68.28529,9.87643,8.340691,-8.219139,1.295235,0.7904094,-13.882099,6.6940656,-10.986989,-5.5949087,25.48931372325655,17.603203360226107,20.32673826278964,18.18591527057568,19.14539525357547,20.137018605616294,50.201002072534585
1020.mp3,-246.86743,102.66817,25.080013,25.429745,-7.414817,7.9303584,0.45165333,4.6226583,-5.673244,0.6819906,-9.515254,-7.8002048,-9.003813,19.286278891069394,19.48082770538134,21.088693260166153,22.1686278683924,20.516146093530324,20.561039046125476,50.43719363243533
1021.mp3,-154.6917,115.461525,1.7106942,23.079115,11.30171,12.334644,4.2230544,5.007734,-3.7561457,-3.292674,-10.704326,2.74036,-10.210988,20.687491001936554,16.104802867546464,18.264400414208286,20.231892527195978,19.548491573739337,21.132113978000646,45.69554946880536
1022.mp3,-287.11972,142.75084,6.889537,35.494633,17.069525,-2.8799996,3.7999396,5.397418,-5.0933356,5.421142,-7.8044767,-0.9310402,-5.831608,19.569997405976057,17.77707433443376,22.554618602277344,21.04056595530327,20.27539473480389,23.184521899048022,50.90783267338546
1023.mp3,-302.50482,195.20767,-17.052326,-3.596225,3.4648867,-12.062613,-8.747312,-4.387213,-2.393559,-5.291781,-3.7713552,-8.821284,-11.269094,23.60024048803846,19.63789592246616,22.444159031811633,22.450839213875675,23.36198982623804,21.97739358776838,45.33801078837432
1024.mp3,-242.1709,177.0574,-53.813007,60.449844,15.85605,-8.386307,19.578838,-21.752047,3.9274518,4.167083,-8.424023,6.3504124,-17.446507,24.529742142167443,19.04010057556011,22.169005223912574,23.022471486652993,28.80161841996217,56.730183109773726,34.460019441828926
1025.mp3,-116.54502,92.453255,-24.74815,30.920078,-3.2711954,-1.9251603,-6.464139,-1.0702916,-10.424446,1.045371,-6.978196,3.264669,-5.4248466,18.80671588490484,13.927388012247233,17.392720793689517,17.609878160326268,17.891681252717394,19.45399934157267,51.73615527231054
1026.mp3,-347.54868,120.77569,51.294716,38.312897,8.578463,7.6845703,11.589951,3.8131754,7.4880967,7.425046,-0.10058909,6.4510155,-10.0907345,22.553903796685407,20.775239684515743,19.918612632189543,20.01534196371416,18.66535340965543,20.016538993877205,47.426670221930664
1027.mp3,-131.40918,109.0366,-15.516586,26.634802,1.1277548,7.2104316,0.63347703,4.834866,-5.524863,5.910415,-8.770469,-1.1520743,-6.872185,20.24510553854851,15.003773217778306,16.11065970512892,17.531876707411254,18.17079704239095,19.015088304101834,48.22520337934891
1028.mp3,-116.00774,108.55718,-24.28065,24.27922,2.0351684,2.1037376,-3.1604228,0.8581,-7.082988,3.4794695,-9.211814,-0.7751675,-5.244067,19.87191457990824,13.38697486719325,18.518504817027722,19.92970058023265,19.930243047508718,20.409982209253453,50.02856681277297
1029.mp3,-178.71274,90.80145,-13.7668295,39.203457,15.613957,21.7251,-3.9138913,13.153129,1.5588531,5.1543045,-2.088717,6.174221,-4.2540054,18.733224970908807,16.80943979096488,15.960900326080646,16.535035222068924,18.30710872385604,17.091696488576417,49.818071879895356
103.mp3,-76.31377,176.86476,-25.840012,37.31825,10.053528,5.4973226,0.002087459,3.2082522,4.4206867,1.7647823,-5.225306,-2.469668,-5.996302,22.790783543280448,15.085855363964818,15.27076738630168,15.595426345727958,17.158905946162868,21.215243251282867,47.13233644403271
1030.mp3,-205.1074,112.91642,8.919439,30.905584,7.2446914,9.627611,1.6396157,8.764744,-3.8487864,9.07743,-5.019454,2.586826,-6.7050033,20.340335334796436,12.770777388994947,18.04476886812172,17.57817827829436,18.393047024437536,18.143271997973166,49.42605807789103
1031.mp3,-151.22029,129.22133,7.4376144,10.654461,2.0497525,12.084125,-2.9742668,6.37439,-0.34141797,1.4688789,-8.250537,-5.756971,-5.9258637,19.06067536691458,14.241949835166873,17.382360310133087,19.55756555660774,21.03372615859681,18.783413338062147,48.02719772677099
1032.mp3,-250.36893,167.66246,-21.786188,0.09602373,9.59838,-20.360725,-7.3213353,-4.2965746,-16.58841,9.66055,-13.506931,-3.3054302,-7.178142,20.601416164540456,19.131804847381133,21.02092498229779,20.850731572755972,23.80367791703831,30.2232094348525,47.676338593624145
1033.mp3,-105.01043,127.201546,-28.990831,29.78298,8.098288,3.7671735,7.989144,5.2329173,-0.21879417,5.444519,-2.6023512,2.1446712,-1.669625,18.07586093411445,14.020342360181825,15.761704140698125,16.340221126576637,16.818127805195008,20.16383268501457,46.32098014006547
1034.mp3,-291.4796,145.21417,8.230225,33.75127,14.534409,-0.24525526,-2.6111476,-2.8830514,-8.707174,5.9342003,-3.1041262,-0.48101574,-3.5858839,22.0548622934089,19.23069146309362,21.435100292907148,21.44477894958208,23.748376342411582,22.97164555067025,46.98058106089594
1035.mp3,-161.9026,135.3879,-39.514133,30.639065,5.975982,4.472247,-3.35229,6.043251,-9.343428,-2.800679,-6.412547,-3.4573789,-5.856972,20.92835855639761,16.195343010162084,18.913994178446643,20.62573504499226,20.772328187352688,22.31454899883516,48.898493221143895
1036.mp3,-210.9611,122.07866,-9.76001,28.365816,-9.592943,6.61437,-4.0876093,-6.9067826,-5.37478,2.2132323,-6.3821435,-10.594063,-10.133258,21.283329244037994,17.34250630577053,19.637590115067017,20.389839362914117,19.895692822812524,20.702278966957284,48.26733462512651
1037.mp3,-149.3523,94.99186,8.944257,24.95855,19.108864,14.2623,4.3540373,16.613317,2.0812263,3.168923,4.043521,-3.310031,-1.3858023,18.1119204122627,15.298518006675723,18.242550862711308,17.075369239330673,17.98825891961245,17.627175926830855,45.305557469720114
1038.mp3,-153.98042,113.76322,17.045122,22.856398,7.776862,6.317651,7.8734074,12.979906,-0.1381807,11.55522,2.4712677,2.1519897,-3.1809943,19.319440487070477,14.433678932156408,18.38646528330487,19.04670558848158,16.836482940643325,18.260307416133102,45.998749292839115
1039.mp3,-220.597,110.50674,18.0027,38.390747,13.103903,8.702946,5.7860923,15.9337435,2.199704,5.1477633,1.9537506,3.5162401,-3.2702467,18.582415397955383,17.034866686621875,21.401174317163548,22.69434623907536,21.2745650579797,19.12561286438735,46.60661490671415
104.mp3,-29.240532,118.13147,-27.821693,32.13295,2.300871,0.22467743,-0.02584592,7.2054,1.0103436,2.8956928,-6.557675,-3.0496464,-8.742371,23.921798368816415,16.417933437118844,16.910731482568927,17.673097319497103,18.493660575277556,20.139899429776236,47.43274136860643
1040.mp3,-159.24297,101.92519,6.331386,24.865221,4.827211,11.326289,-5.3755713,7.6673126,-7.914669,7.5311136,-1.3147597,2.425776,0.26172107,15.00229439512518,14.221762241866552,17.441044632405696,17.355942794167927,18.089271065603263,17.231655029766905,48.85552407731115
1041.mp3,-166.60988,74.3361,22.829815,36.21358,15.123598,16.146118,-4.0259967,9.156435,-1.2781056,7.9787846,0.48296785,3.141725,-1.8336611,16.54726726006704,16.52605271434575,18.50577998173379,18.193053663247706,18.30321785432562,16.550232707530807,48.864996647513976
1042.mp3,-202.73802,122.96305,8.171685,21.77159,20.451185,8.152362,2.2487597,7.378113,-5.20673,2.3740249,-2.583983,1.1948228,-2.4901495,20.83108007596886,15.82724634963409,19.963048325350968,18.903060887812437,19.882978603388295,18.661963591922074,47.13281955308769
1043.mp3,-184.01962,105.16774,-13.05855,17.446596,1.7731247,9.496237,-2.211853,5.164183,0.37151527,3.1363144,-2.8161197,3.0821803,-2.9939868,16.1686491542401,12.968162988940394,15.367190464371816,15.37025297691425,16.949659742792676,16.669937055040087,47.32718250414189
1044.mp3,-142.7599,88.75143,-4.3107576,33.474274,-4.1005673,15.278833,-2.0883472,1.6758989,-6.378232,2.1508617,0.010250631,0.32421446,-3.567215,18.825091557754295,15.084519930061363,19.853895153967702,19.0929428453944,19.855042390591176,19.06633935853675,49.02003508831883
1045.mp3,-232.45828,120.66339,2.1479206,33.9578,-10.683239,-4.6398416,-10.138804,-1.2689285,-11.063649,-7.617697,-16.689634,-11.449492,-10.113913,23.60342309024793,18.351331654246952,21.310101262118426,22.199191559191412,21.670667910429845,22.94064811425533,49.64395573902073
1046.mp3,-160.05669,96.128296,-1.8016394,11.679947,18.372025,13.545889,2.9367208,14.609335,2.7297094,6.8135943,1.9537356,10.333595,-2.832252,19.88305217481172,16.54018240794509,19.44733205208532,19.94789179311514,21.67346960849295,18.33304386366932,47.574324727742805
1047.mp3,-188.64255,90.764786,-13.040677,9.243129,-12.2481165,-0.55328566,-1.56599,3.8051744,-19.05212,-13.993514,-10.742052,-9.881024,-17.799555,20.890348185880985,17.71509609058095,20.90529199670778,22.8712088537046,21.561943393995673,21.913612246766146,50.36022794468171
1048.mp3,-88.360855,96.829704,-6.6882987,47.894096,-7.097896,10.703585,0.40445372,6.901187,0.42069566,3.20638,-3.137598,3.8125293,-9.195206,15.131855587767834,13.636148270769581,15.921548834055299,16.670568473657696,16.161075455285943,17.828960193711428,48.68114738698262
1049.mp3,-92.2965,77.079124,-14.733736,31.325386,15.858195,4.343064,9.24411,13.663975,-5.36192,-0.032828897,-0.09878027,5.1014285,-4.483318,18.568072005028675,15.44825773292465,17.86897770756259,16.88467636151459,16.911497086300166,18.458311494324928,46.35588867707438
105.mp3,-73.19708,99.68618,-16.372406,40.368343,13.987879,3.0838535,-7.14504,8.112856,-1.8499712,4.136448,2.7409313,2.2747178,-3.1999767,20.67655104544685,15.974529730780288,18.81804091405221,17.746396989311677,18.294891349176815,18.280443663356237,47.00953521442943
1050.mp3,-144.73068,108.06705,-2.8853347,36.616432,4.3417397,3.8955219,-3.9386716,11.173247,-4.2180767,-4.6675515,-2.1788678,-1.57889,-5.375711,19.93697804035328,14.40360409579029,17.85659177168643,17.56160899508211,17.62566383679114,17.36606580731387,48.81986956819209
1051.mp3,-169.55074,111.77532,36.055458,32.1229,-0.4092625,7.264389,1.8166939,9.363581,-2.47548,5.482245,-6.0691333,-2.4096997,-6.428322,18.24268305782179,15.249517075426859,17.929345673679833,17.441864312084846,15.449402255675711,15.896650877622726,47.753298850393406
1052.mp3,-133.11354,87.34249,9.861448,38.704456,-6.0832705,9.578287,7.0303054,10.145206,4.440133,15.120692,2.722348,10.903275,1.1147752,16.91323288745333,15.07780743055069,19.94530431210558,17.379438965920098,19.824936955182967,19.463508111287783,48.80052986197091
1053.mp3,-133.04825,63.589817,27.67819,46.350136,16.386637,19.89885,7.356106,12.495452,7.2956686,8.406718,1.5255595,6.74829,-2.9744222,17.713223994255774,14.124219446600994,15.226052339403772,15.025869048230696,15.50807343404132,16.901386746487834,48.038827602557795
1054.mp3,-80.41401,90.05045,2.0254865,36.954197,-7.1863604,9.031901,-0.25632638,6.0675044,-2.8447328,5.515874,-5.2670097,1.3260936,-7.120474,16.060029666667454,13.901260699876824,16.659288632211407,16.266397614067913,15.263971219126432,17.40776852550788,50.396520042568845
1055.mp3,-74.24564,95.19138,0.7678766,44.96746,-1.7336214,9.007446,1.6366812,7.429982,-0.86374277,4.454773,-1.4892913,5.6012583,-7.4408245,16.051859595681716,14.069693179757602,16.46764088604203,16.53436992786421,16.66824042946079,18.14162186561829,48.74319632659471
1056.mp3,-146.41772,99.34285,0.033125523,34.491116,4.9059386,10.792299,4.518726,4.8149576,0.12468492,7.3728924,-1.82316,4.262842,-3.152881,19.692733772301704,14.464515235672339,16.78149563465898,16.836247985894516,17.657607118201483,19.2012929219589,48.81443027561554
1057.mp3,-117.850105,80.82337,10.874544,40.866665,14.139027,13.464787,4.4690857,6.9900923,3.6930435,4.838076,0.65536857,3.8901176,-3.0447114,17.517605512118287,15.437932797756732,16.534349609343277,15.812072034918414,15.671100134834212,16.701943393320168,47.55138011179155
1058.mp3,-83.13683,63.530254,7.674865,38.130177,16.453476,12.042784,5.9428077,8.065942,3.8427973,4.5592513,1.8768758,5.6159763,-1.5169342,17.109268653323202,14.031757210034637,15.732415747706506,14.687936907333745,15.046249869118302,16.348004488415956,47.89471040004373
1059.mp3,-84.83701,53.639153,10.5360565,45.81183,16.923864,11.277346,8.937892,10.265503,6.2892604,7.765657,4.280374,7.731161,0.51758045,16.873133591329463,12.81367951028672,15.359729743681063,14.6981949439749,14.872975054733988,16.149465156345567,47.31460859230844
106.mp3,-157.0883,107.530815,-12.330962,25.152391,19.853802,6.446143,-2.0819013,10.853491,-10.833173,-4.925081,-8.407648,-15.048094,-10.7885275,25.784435776146324,19.493618279752077,23.57735237443797,24.347872395676923,22.6593946442638,21.731923297413154,48.9913765110436
1060.mp3,-98.31304,88.47014,-4.1224866,23.802866,12.624595,4.799058,4.907471,13.591075,-0.2595786,7.3528824,-0.46607813,7.9709177,-3.914709,18.90375452065086,14.976668037301588,16.741218784149595,16.995670650999795,17.863048959597553,17.881770818918287,46.48543317892274
1061.mp3,-78.12256,82.97731,-10.7143755,27.857468,3.178406,13.486308,-5.1850734,7.1517854,-0.1519497,6.617997,-0.15164162,3.5236773,1.5792687,16.87189451998831,14.039575538599468,16.804499454998638,16.336384625666525,16.98966221242697,16.36705006760842,47.39149683214623
1062.mp3,-226.02861,125.982216,-52.00504,13.847704,-8.422017,16.176683,-20.939356,0.29916447,2.4668798,-10.501368,-1.0021528,-2.2834399,-10.661578,17.36611747881779,17.763316002009976,19.261780020651308,19.425802737254,21.35231232437625,19.046307801242737,50.8294735706148
1063.mp3,-100.34653,82.12853,-4.073719,41.937046,-11.077161,13.557107,4.4038053,16.349815,-2.8990633,9.90691,-5.199706,2.8465674,-5.4826016,18.5178590035766,14.761654726085881,16.788793577161968,18.76114754420527,18.154016652274176,19.282760074327825,54.40524380030757
1064.mp3,-86.615005,62.267117,2.3155835,29.769379,-3.7959049,3.9417903,-5.5251164,2.2665684,-11.12423,0.9588555,-8.397999,-2.3803587,-9.939152,14.593897057850839,14.320165806739228,16.365101388802767,16.43106979371983,17.455140973968547,18.424431048622736,51.37426415002785
1065.mp3,-112.68723,126.81676,-20.238289,40.62465,1.586192,20.810194,24.43992,16.77812,3.2844214,2.5164149,-4.9159284,11.217194,-1.1335604,14.268972294887137,14.127795513024761,15.828147281295681,17.67069251468258,17.548271328250898,20.665877050087563,47.82996837434708
1066.mp3,-192.44604,97.666084,15.270865,20.852015,15.717048,15.105041,4.52168,6.971523,-0.41644496,1.1188395,-0.12479973,2.709934,-3.62816,16.925094993616025,14.784904745945857,16.313515613275605,15.323616476145553,16.76054202518393,16.120445769399897,45.18692702969126
1067.mp3,-229.97878,163.73448,7.575255,2.9058034,6.5476995,-13.940347,-14.41595,-11.684752,-8.281663,0.034569975,-1.7389547,-1.6426456,-5.8411617,20.80895195791875,17.019336371948445,20.384477064023514,20.85429328378106,22.56057258388492,22.50880468698497,47.537039003598004
1068.mp3,-152.32231,93.087975,37.167416,32.88121,13.4618635,11.434797,2.0165522,1.7720654,-5.5116034,4.900401,-1.3798686,5.738474,-0.7260305,19.30398338281211,15.071842269147169,20.402025767594683,18.778797811932588,18.303977124994752,17.249687870910602,47.3757855875312
1069.mp3,-153.94693,73.98242,-56.237995,48.467136,1.4723008,6.9112225,4.7329407,9.191245,-2.9399626,2.9642887,6.0865965,7.7558894,-7.5372434,16.16204695644381,13.977760184458573,17.140845222851457,18.801784629636046,19.26110917139383,20.363202472917646,49.403677123537236
107.mp3,-24.303679,136.62317,-37.876232,29.23721,-1.9192758,5.026868,1.8172612,2.0732226,-1.5466006,9.307345,-5.1438346,5.848669,-2.9540327,21.928634807998957,14.449785607506229,18.412027865522447,18.167288608709523,18.301161619106136,21.728930612186893,49.127504663777025
1070.mp3,-237.81996,117.01624,-43.31995,55.541836,22.06633,11.800875,5.4548655,6.608718,3.2565398,-1.9058766,2.3078249,8.4706135,0.51784587,20.307964974606485,16.97185926724448,19.138594207273847,20.929284675610013,22.693668272309726,23.214864919432895,48.36729652892117
1071.mp3,-244.5547,118.28506,11.34667,9.597165,1.6786324,7.2676735,-4.441814,1.2158387,-6.3540587,-3.2114449,-7.8341255,-2.2539136,-7.469616,21.493323102194775,17.405865143601048,20.209349925160957,20.316660648645612,19.913859023589293,17.500648200431872,46.670260638144136
1072.mp3,-202.61423,106.785484,26.995346,13.779522,5.77856,7.1802554,-8.504499,3.5666857,-5.900726,0.062397078,-7.068802,2.9231553,-4.040148,20.765194463333522,14.668440109398482,18.230525951877173,17.736437898542572,17.722969763580384,17.311860487478473,47.216107699546995
1073.mp3,-248.11441,118.614746,22.790455,37.28303,20.28972,13.313282,-0.09972855,4.808297,6.588812,2.213166,0.8626897,5.0534215,-3.599741,21.502857618168058,16.75801211292526,18.639972934473796,19.132902098237565,18.998724944287318,17.743900481593112,45.88958815418506
1074.mp3,-185.6657,92.4113,9.276336,27.90738,11.450408,8.294352,-1.8904704,3.2177253,-6.7317963,1.7000687,-4.9627213,-1.8884587,-2.3383527,19.752343772392344,15.03147023131061,18.102685944813167,16.455931560758565,16.5001814923852,16.87295987575447,45.94766867912927
1075.mp3,-172.29515,91.15127,18.951923,17.942059,10.528422,7.49881,1.9755832,5.9369164,-2.2023811,2.4153094,-6.5589294,6.833027,-2.6576886,18.984826396232602,14.895014441025024,17.536990467637118,16.475773384019252,17.83544563085294,17.413433382236583,46.32413455269364
1076.mp3,-213.54948,82.95048,24.779076,19.979807,7.957043,13.511329,1.2697605,7.318619,-5.8636885,3.7513196,7.550426,10.988865,-1.1384002,19.904418390537472,13.241942574829398,15.962106450363578,16.72790687900733,17.906662369011425,17.270853846330745,46.083838842156446
1077.mp3,-244.29698,113.66081,21.885082,24.178505,4.9016623,6.0269036,-2.5085094,1.3368275,-0.6932407,1.0826751,-12.155412,-4.94992,0.6354207,20.39599389143294,13.916715212698106,17.955310277294846,18.65467551901766,19.018193406831212,18.37699270397882,47.13616341618975
1078.mp3,-183.17662,86.687355,8.705707,26.947662,12.911322,14.253566,3.5172935,6.20777,0.31562892,1.6842899,-2.0533702,1.5768766,-1.4844576,17.03426736380049,14.386926208479949,17.02202663682372,16.62653957642127,17.548596383310755,17.12141903757132,45.42524565213023
1079.mp3,-130.97878,100.18056,-22.597422,33.721947,0.21359567,6.557725,6.4814153,-1.7089387,-4.5527067,6.8327823,-3.9555316,4.499227,2.373321,17.745945098154706,14.331284082888164,17.61836357973613,18.885385738245258,18.183014768174726,19.96049815161031,45.85281048098563
108.mp3,-120.7127,64.546715,-23.340672,20.327333,0.3153317,-5.943295,1.1537374,0.68577045,-6.0288982,1.7776031,-9.561701,-2.05662,-8.360183,20.3851167074224,17.68352321018912,18.763570281354806,19.937690962634573,18.19512241623905,20.00188216905022,45.63886515936027
1080.mp3,-183.16881,68.85966,31.327387,29.021687,11.507742,16.521688,4.434962,11.010397,10.967785,2.7232354,-0.9058025,1.778776,-0.8517981,17.04412880176324,14.742916967827904,16.43632850642201,16.21859240644223,16.369530935675495,15.983495019570622,44.70074917802929
1081.mp3,-276.12015,140.27306,-4.181803,57.153652,-5.7294807,9.527295,-1.7675804,2.4000099,1.0867908,-4.384635,-3.2269418,-2.2747602,-4.6523786,18.335117764016665,17.49032409524267,21.940987003440465,23.389929314467235,21.061400035028274,21.433923756083963,49.37084854247076
1082.mp3,-207.77322,105.1143,-7.9184775,15.380392,14.068952,9.442585,-2.8574255,-0.23132324,-2.014443,2.304349,3.734962,2.8802497,-5.6810436,17.039306720338107,14.167695842659167,18.360058013062837,18.828366108875677,19.594067918143587,18.190666492868658,45.441904563554104
1083.mp3,-188.52673,100.047134,-17.289244,13.473797,9.290137,1.263901,-3.6624258,0.77068716,-2.293564,0.32358697,-0.051776707,2.2714028,-5.6870804,16.63610692791643,15.14955657357303,19.115561417360414,18.973086959924974,20.217421448381355,19.63953028190983,46.02516825752366
1084.mp3,-196.82037,128.33235,47.69815,30.78366,4.812592,9.201281,-5.4638906,-4.028483,-1.1159433,-2.8706267,-5.030807,-1.176029,-6.3227725,21.42445283184009,16.108652391132676,21.1742322520004,21.704693209790147,21.351712655479215,17.920920085112186,46.90236406406119
1085.mp3,-196.75955,90.498985,-12.237875,36.145706,3.5733821,14.513345,3.3949392,5.941508,-2.922675,1.0383171,-1.8379874,-0.7769948,-4.4614706,20.598646022971213,17.106878564703333,16.794808974076464,16.72410307167734,16.39190407739085,17.16707536485996,47.2305406193718
1086.mp3,-237.37367,111.00912,13.92317,24.440552,0.3508462,9.994444,-0.52561337,3.5716608,-6.436729,1.0597663,-6.3090854,-0.8859539,-6.8247695,17.435814644372133,15.772212769109741,19.992106977654583,18.223464477796004,15.836550880625374,16.95401686390055,49.7329406815623
1087.mp3,-126.96758,97.13648,-15.5310335,10.648143,14.727814,9.22534,2.920845,5.875439,0.110182,3.003646,0.940308,4.950256,2.7290502,19.274408936968598,13.182030826342856,15.579403615472168,15.880356083382384,17.596011833733986,17.15304003641692,44.323781564902454
1088.mp3,-81.01016,61.37825,1.3394724,14.792378,-3.43932,6.783664,-9.369467,1.0190661,-7.565437,2.3776455,-5.9891315,1.2837052,-3.047822,17.55593454224312,13.49914289214047,17.139688607965535,18.726849333098134,20.57690929321871,19.61648731029658,50.748707364633525
